NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027
180009766617;2018;2;M;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;483.6;620.9;538.6;594.5;ACDBACCEAACCCEBABCDDCACCBCACDCAABDDACADADBCCB;EBEABEACDAEDBBECCDAEEEAAAACAEAEEBEDCAABDDCCCA;99999DEACBAABEBEACAACBAADBE..ACDACCAAABEAAADCEEBEC;..BEAECCAEBABA*CCDAA*BCDCCDEAECCAADBDECACEABE;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;140;40;40;120;40;380;E;E;C;C;5;C;A;C;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;B;A
180009772983;2018;5;M;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;A;A;4;C;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A;B;A
180009785596;2018;5;M;;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;F;C;D;2;B;A;B;B;A;A;B;A;B;A;A;A;A;B;B;A;C;A;A;A;B;A
180009787027;2018;4;M;0;1;1;2;0;2;3;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;429.4;428.9;448;540.2;DBBBBAADEEAAABDDACCACBCCCCBDCAACBCCBBBDCCBBAB;BAACDAABABCCCBABBBABBAABABCCACABBACBBACCBABCC;BDBCC99999DBCBCABBDDABAAABBABBAAABACCBBCBCACBCACAA;BCCCCCBCBBDBDACBAAAAAABAADBBDBCBBDBAABECCCCBD;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;6;0;0;0;0;0;0;H;B;F;F;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;B;A
180009792002;2018;5;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;416.5;546.3;468.8;483.3;EEAEAECCABBECACECDBDBAADDEBBAAEDCEBCACAAEAECE;CEACACCAAACEDACEADCEAECAEAEABEAEACDCCABEECAEE;99999EDAEEACAACECCAAEABDABCBACCAEEAAAECAAEABAAEDCB;DACABEBCBDAEDBBBEEEAEBCADEAABEBADADCABACECCCE;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;140;100;100;120;60;520;D;D;A;A;6;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180009795614;2018;2;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;529;554.9;564.4;603.1;ABBEECBEEAEBCEBCACCBAABECCEBDCDAADCECECEACBCB;CBCADCEEEADBBCEEEDAAEABCEEABEDDACCBEAABAAEEED;99999EDEBBAAEBDCBEADCBEDDBECECCDEBCDBAADCAEDADAAAC;CCDDAEECEBBCCCDDCCDCECEDCEDDCDCDCABBDDCABCBED;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;120;120;140;120;620;B;E;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180009805157;2018;4;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;B;B;6;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;B;A
180009814492;2018;2;F;;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;465.3;519.7;529.4;510.4;DCDEEABADAADBCDBADCABADBBCCAACEAEDCBADEBEDBCC;CECACAEBEDDDBBEEDEBCECBADECCEABBBDDDAAADCEDCC;DDBCB99999ABAADACBAEDACBBECABECADDCBDEABDCCDCEAECB;CECADDEAEADBCDEACDADDAECCDEACCEBCBDDEDBBAAAAA;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;120;120;160;100;620;B;D;D;B;3;B;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B;B;A
180009815593;2018;2;F;;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;452.4;604.1;534.7;558.6;BBEABECACACDDADEBCEDBEADBBAADABCDECCBADAACDED;EBCDDBBAEABADDABBECCEBBABDDEEAEEDDBABDCADBCCD;DCCAE99999CBCDDBEBBBCDDDEEDECDBCDAEDEECCDAEDAACABA;ADCAEEBBBCDACDBBACEBDADCEBBADCBEABEDCAABADACD;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;160;40;40;120;40;400;E;E;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180009820782;2018;8;M;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;388;478;358.2;457.4;BBCCCAEEADCBDAEBEEDABACECEBEBDDAEBCECEEDECCED;CCDDDCEDCDABEDCCCDBCADBEDDBCADEACCEBDDDDCEDED;BCACC99999EBBBDABBEDDCECECCDEDAACCEDDADBDCEECDCBDC;CDEAEEECACBADCECBDDECBEEDDEADACCDEADDDDECECEE;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;100;40;40;100;40;320;E;D;B;B;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;C;A;A;B;B;A
180009822239;2018;4;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;470.7;435.6;436;594.8;EBBAECAECAABAEBABADBAADBACAEBCDAECBEABADBCECD;ECBBADAEDACBCAAAABDACEECB....................;BCCAD99999EEEBAACBAACCCDBBCCDEACADBCBBAACEABCEDDBE;BCBCCECDEBBDCCDCBBDBEADBADECCDCAEADCDABCACAEA;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;120;120;120;0;480;D;E;A;B;7;B;A;B;C;A;A;A;B;A;A;A;A;A;B;A;A;A;A;A;A;B;A
180009824519;2018;5;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;D;A;A;5;A;A;B;C;A;A;A;B;A;A;A;A;A;B;A;A;A;A;A;A;B;A
180009826342;2018;4;M;0;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;2;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;387;427.1;470.8;508.5;CBEEABBBCCCDEECCABADBCEAEEADBCEADBAACCDBDDDBC;CBBEDABEBDBBCBBCEDCA*BAAECADDBBAEEBBEDEBBDADA;ACCBD99999ABDBEECBAADEBCABDEDEEEBBCDABABADEBEBAADB;CBBCAEABBEBBCBDBEABDADBACEDCCADABCDACBEACABCD;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;120;100;100;80;520;H;H;A;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180009828947;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;424.6;564.1;533.2;510;AEDABBBCBABABECABBDABCDDCBCBCEBACEECAABBBCBBD;BDBDCBBAEDEAEEABDCBABAEDDEDDDDEBC*ECEADBCBCDE;ABDDC99999CDABABDDDCDBDCCCDEEDECAABCBBEDEBDCEA*EDE;EBEBBCCBACAEDCBBADACCBEEBAECCAEEDCADDBAEEEACC;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;160;140;160;160;20;640;E;E;C;C;4;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;A;B;A
180009831460;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;440.4;481.2;504.7;475.9;AACEBAECADCBBEDAADECCEBDDEDEBBDADEDBEDBEBBECD;CAACBCEBDBAEEDBCBEDCAEBDCEDEACEEBBCBAADECDDBE;CAACC99999DBEADEAABCBACBBACAEBABBDEBEABBADBBDEAEED;BEEACCDEDCBCDBEEBCDACBAABDCCDCABCADBEDCDABADC;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;40;40;120;40;360;E;E;F;B;2;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B;B;A
180009833966;2018;11;F;;3;1;2;0;2;3;0;1301902;Itacoatiara;13;AM;2;1;1;1304005;Silves;13;AM;1;1;1;1;450;453;458;461;386.2;439.1;362.3;438.6;BBACCCBBABCACBCABEDEBDCBACAEDCDDACCABBABDBCCB;EBBCABDADCBCCAABAABBCEAADBBBACBABCDCCADAAACAC;ACDAB99999ABBACAABADBDBBACBDBBCCBABDCCABAABBADDAAC;BCDADBCEADABCCBDDADBBCBBBDBBBBBBAAABCEDDDEABC;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;40;40;120;40;360;G;B;A;A;7;B;A;A;B;C;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;B;A
180009836632;2018;5;F;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;2;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;483.7;479;481.9;485.7;BCBEBECBDEECCEBCCCDDACCBCABCBADCDACBABCBBDABE;BDCBBCBBCDCCEABBADCCBBCCBCECBDCCEBABBBDBBDABD;CBCBD99999ECBCBADDEEBBACDDEBEAB.DACCDEABBCAADBDDCB;CDCABCEAEDDACDDBDBACBACBEDDCCCABDACCEACBCBACB;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;140;40;40;120;0;340;B;B;A;A;11;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180009838288;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;431.4;508.1;519;559.8;BCBAABABCDECBCDABECADDCDCCAEDCADBEACAECCDAEEA;BBCDBADBEECACBDBAACAEBAAABBADBAACBDBDCCACABDD;CBEAD99999DECBDBECACEABDBABAABCCDBCDCCCCDBEEBCEBCA;DEBCDBBCBDEDDCBEADCCBDCBEBDCBEBDCEECACAAD*DDD;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;100;120;100;100;20;440;C;B;A;A;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180009838951;2018;9;F;0;3;1;2;0;2;3;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180009842461;2018;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;2;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;H;A;A;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;B;A;A;B;A
180009849294;2018;2;F;0;3;1;2;0;4;1;0;1301902;Itacoatiara;13;AM;4;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;606.2;655.9;625.6;709.7;BBDEDBBAACDABDEDACDEEBABDCBBA*ECDEABCDCBDACBD;BADCAEDBEDBADCAEBD*CDAAEBCEADACAABEDAEABEBECC;DBADC99999ABEBDECBBEDBBEDABBDBCBAEEEDEDBDDBACDCECB;AEEBDCEBBDADBAECCDBECEBACDEDBCDDBECCBDCABBEBD;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;120;140;120;140;640;E;E;D;B;5;H;A;D;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;C;B;B;C
180009850720;2018;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;371.4;410.4;420.5;439.7;CBBACEDBABDBCADACEEDDBECEBACBDAADBDDEBEADDECD;ECDDADEEACAACCEBEEAAEDDCEBDEDCBDBBAECDACBADCA;CEDBE99999BECCEACDDEAEAABBCEDECCEBDBCAAEDADBCEEACB;ADABCDAEABABEDABADDADCDACEBBDACBBACECACEBDACE;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;80;40;20;60;0;200;E;E;C;B;5;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;A;B;A
180009857637;2018;3;M;0;3;2;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;472.3;467.9;432.1;523.6;DCAEBDEBCCDBCECBADDCDEDBDDDDDCABDEBACBBCBCCAE;DEBACDDAACCEACBECAEACCABEECBEEBBBDECBCBCCECBD;99999AABABECEBDADEBEABACBEEBBABAABCDCEEAABDCABBEAA;EBAECBBBCEBCDCBDBBDBEECDACACBCDAAEABBDCBCDBBA;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;120;100;120;60;520;A;B;A;A;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A;B;A
180009863914;2018;8;F;0;3;1;2;0;2;3;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;C;A;A;C;A;A;A;B;A
180009868619;2018;3;F;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;427.4;466.6;446.1;440;EBAECDABCDEEABCDCADBCBEDCADCABAEBBAAEBACDCBAE;BEAACABADECBCAAADCECEAABDEEDCACBEBBACBDAEBAAD;CAEAC99999EDEBDEBDABCAEEBEDDCABBADCBAEDADEBCCADBEC;BECECDBAEAEBDCEDEDBADBBADDAEDCECDECABAEBDABBA;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;140;120;120;120;80;580;H;H;A;A;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;B;A;A;A;B;A
180009869043;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;442.2;506.7;374.8;388.2;AEABAECBCADABBDAAABBDBCACDDEABAAAACBCAEBEBAEE;CAEAADEAAAAEBCCCDCDEDDACDCBABBCACBCDBACDDDCEA;BEDBC99999ADADEEBAADEACEBAAAEEABEADADABAEDECDAABED;BDEDAEAAEADAACECBB.BCCBDBDAEADAADADAABACDEACA;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;140;120;120;120;20;520;F;E;D;D;7;D;A;C;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A;B;A
180009869270;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180009871062;2018;5;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;2;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;H;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;A;B;A;A;B;A
180009872465;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;1;1;0;;454;457;;;505.2;544.1;;;BEBECEBADBDDCDCDBECADEACDDACDCCABDCADCAB*ACDA;CBBAE99999EBADEBBB..EBE.DDDAEACEACBCEEEAADBBACCDAB;;0;;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;;1;140;120;100;120;80;560;E;F;C;B;7;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;B;A;B;A;B;C
180009877422;2018;5;M;0;3;1;2;0;2;3;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;D;B;B;6;C;A;C;C;A;B;B;A;A;A;A;A;A;B;B;A;C;A;A;B;B;A
180009881818;2018;10;M;0;3;1;2;0;2;3;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;B;B;7;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180009882628;2018;2;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;456.3;517.3;428.4;401.3;ACCBEBBBADCADDCADDDBADDEAEEBEACDBBACEDEDEBBCA;CAECBCBAAAEC*ECEEBCCCEAEBACAEECABCABCCABEBADE;99999CBADECBBECAECBBDCECBCCCCBCEBBCECBDCECBDACEABD;DBADEEBBBCCDABDAACDEDEABECDBBEDBCDDDEDABCAEEC;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;40;40;100;40;340;B;B;A;B;3;B;A;B;D;A;A;B;A;B;A;A;A;A;B;B;A;C;A;A;B;B;A
180009883327;2018;11;F;0;3;1;2;0;2;3;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;1;1;0;;453;458;;;545.6;481.9;;;EABEBEDABDAABAACEECACAEDADDBDEEEEBEEACBEAADCB;ECBCB99999AADBCEBBCAACBEADECCCCDBCBDAAADBBB*BEBACA;;0;;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;;6;0;0;0;0;0;0;E;E;B;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180009883630;2018;11;F;;0;1;2;0;2;3;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;401.5;422;427.5;480;DAEBBAECBDCEDACACDDEEAEBECDBDCDABCCBAEAABCCED;CABBADDBACBAABCDCCDACBBEBBCCBDACABCEDCCADDACC;99999AADBBBBAECECDBDBCBBDCABDBDEADDBCBBCEEBBACCBCA;CAECAABCECBADACABDDABDBDBAADBDABDAADBDABCCECE;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;40;40;100;40;340;D;E;A;C;5;C;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;B;B;A
180009885308;2018;5;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;B;5;C;A;B;D;A;B;B;A;A;A;A;A;B;A;B;A;B;A;A;B;B;A
180009887328;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;463.7;574.4;511.6;526.8;ACBBBEABBCBADDEBBCCADCEDDABCEBDDAAEBACBBDAEBA;BEBDAEBBABEDCBADBECCDACBEAECCAAEECBBEBEBEDCAD;CBBAA99999ACADDDBBBAABCBAEDAAABAECEAAADBAABBABBADE;CCAAEBCDCDADACBAAECAEAECEEDCDADDEABCDDABECEAE;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;140;40;40;120;40;380;B;E;A;A;6;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
